"_date","station","lng_type","time_group","ke","oal"
2022-06-29,ICN,PR,BK,571,88
2022-06-29,ICN,PR,DN,246,12
2022-06-29,ICN,PR,LN,429,36
2022-06-30,ICN,FR,BK,10,0
2022-06-30,ICN,FR,DN,2,0
2022-06-30,ICN,FR,LN,5,0
2022-06-30,ICN,MR,BK,36,0
2022-06-30,ICN,MR,DN,25,0
2022-06-30,ICN,MR,LN,21,0
2022-06-30,ICN,PR,BK,466,59
2022-06-30,ICN,PR,DN,248,48
2022-06-30,ICN,PR,LN,423,18
2022-07-01,ICN,FR,BK,7,0
2022-07-01,ICN,FR,DN,6,0
2022-07-01,ICN,FR,LN,5,0
2022-07-01,ICN,MR,BK,46,0
2022-07-01,ICN,MR,DN,11,0
2022-07-01,ICN,MR,LN,39,0
2022-07-01,ICN,PR,BK,697,89
2022-07-01,ICN,PR,DN,277,67
2022-07-01,ICN,PR,LN,472,51
2022-07-02,ICN,FR,BK,11,0
2022-07-02,ICN,FR,DN,4,0
2022-07-02,ICN,FR,LN,3,0
2022-07-02,ICN,MR,BK,58,0
2022-07-02,ICN,MR,DN,42,0
2022-07-02,ICN,MR,LN,31,0
2022-07-02,ICN,PR,BK,675,95
2022-07-02,ICN,PR,DN,356,71
2022-07-02,ICN,PR,LN,455,21
2022-07-03,ICN,FR,BK,8,0
2022-07-03,ICN,FR,DN,1,0
2022-07-03,ICN,FR,LN,10,0
2022-07-03,ICN,MR,BK,54,0
2022-07-03,ICN,MR,DN,23,0
2022-07-03,ICN,MR,LN,44,0
2022-07-03,ICN,PR,BK,587,12
2022-07-03,ICN,PR,DN,326,50
2022-07-03,ICN,PR,LN,537,32
2022-07-04,ICN,FR,BK,6,0
2022-07-04,ICN,FR,DN,5,0
2022-07-04,ICN,FR,LN,4,0
2022-07-04,ICN,MR,BK,68,0
2022-07-04,ICN,MR,DN,24,0
2022-07-04,ICN,MR,LN,49,0
2022-07-04,ICN,PR,BK,545,56
2022-07-04,ICN,PR,DN,262,25
2022-07-04,ICN,PR,LN,363,23
2022-07-05,ICN,FR,BK,10,0
2022-07-05,ICN,FR,DN,2,0
2022-07-05,ICN,FR,LN,6,0
2022-07-05,ICN,MR,BK,62,2
2022-07-05,ICN,MR,DN,37,0
2022-07-05,ICN,MR,LN,47,0
2022-07-05,ICN,PR,BK,507,42
2022-07-05,ICN,PR,DN,275,68
2022-07-05,ICN,PR,LN,400,25
2022-07-06,ICN,FR,BK,4,0
2022-07-06,ICN,FR,DN,3,0
2022-07-06,ICN,FR,LN,6,0
2022-07-06,ICN,MR,BK,52,0
2022-07-06,ICN,MR,DN,26,0
2022-07-06,ICN,MR,LN,48,2
2022-07-06,ICN,PR,BK,665,62
2022-07-06,ICN,PR,DN,292,27
2022-07-06,ICN,PR,LN,526,14
2022-07-07,ICN,FR,BK,10,0
2022-07-07,ICN,FR,DN,2,0
2022-07-07,ICN,FR,LN,5,0
2022-07-07,ICN,MR,BK,67,0
2022-07-07,ICN,MR,DN,21,0
2022-07-07,ICN,MR,LN,30,0
2022-07-07,ICN,PR,BK,556,70
2022-07-07,ICN,PR,DN,276,50
2022-07-07,ICN,PR,LN,306,22
2022-07-08,ICN,FR,BK,7,0
2022-07-08,ICN,FR,DN,6,0
2022-07-08,ICN,FR,LN,5,0
2022-07-08,ICN,MR,BK,67,0
2022-07-08,ICN,MR,DN,17,0
2022-07-08,ICN,MR,LN,28,0
2022-07-08,ICN,PR,BK,702,57
2022-07-08,ICN,PR,DN,261,66
2022-07-08,ICN,PR,LN,506,29
2022-07-09,ICN,FR,BK,7,0
2022-07-09,ICN,FR,DN,3,0
2022-07-09,ICN,FR,LN,6,0
2022-07-09,ICN,MR,BK,49,0
2022-07-09,ICN,MR,DN,19,0
2022-07-09,ICN,MR,LN,45,0
2022-07-09,ICN,PR,BK,668,81
2022-07-09,ICN,PR,DN,286,59
2022-07-09,ICN,PR,LN,557,41
2022-07-10,ICN,FR,BK,9,0
2022-07-10,ICN,FR,DN,10,0
2022-07-10,ICN,FR,LN,1,0
2022-07-10,ICN,MR,BK,87,0
2022-07-10,ICN,MR,DN,44,1
2022-07-10,ICN,MR,LN,62,2
2022-07-10,ICN,PR,BK,710,9
2022-07-10,ICN,PR,DN,335,53
2022-07-10,ICN,PR,LN,675,42
2022-07-11,ICN,FR,BK,4,0
2022-07-11,ICN,FR,DN,3,0
2022-07-11,ICN,FR,LN,3,0
2022-07-11,ICN,MR,BK,69,0
2022-07-11,ICN,MR,DN,20,2
2022-07-11,ICN,MR,LN,42,0
2022-07-11,ICN,PR,BK,539,46
2022-07-11,ICN,PR,DN,251,42
2022-07-11,ICN,PR,LN,444,23
2022-07-12,ICN,FR,BK,10,0
2022-07-12,ICN,FR,DN,3,0
2022-07-12,ICN,FR,LN,3,0
2022-07-12,ICN,MR,BK,55,2
2022-07-12,ICN,MR,DN,29,3
2022-07-12,ICN,MR,LN,38,0
2022-07-12,ICN,PR,BK,546,38
2022-07-12,ICN,PR,DN,274,58
2022-07-12,ICN,PR,LN,474,48
2022-07-13,ICN,FR,BK,14,0
2022-07-13,ICN,FR,DN,7,0
2022-07-13,ICN,FR,LN,7,0
2022-07-13,ICN,MR,BK,52,0
2022-07-13,ICN,MR,DN,21,1
2022-07-13,ICN,MR,LN,53,1
2022-07-13,ICN,PR,BK,638,80
2022-07-13,ICN,PR,DN,317,51
2022-07-13,ICN,PR,LN,528,44
2022-07-14,ICN,FR,BK,10,0
2022-07-14,ICN,FR,DN,2,0
2022-07-14,ICN,FR,LN,4,0
2022-07-14,ICN,MR,BK,59,0
2022-07-14,ICN,MR,DN,35,0
2022-07-14,ICN,MR,LN,27,0
2022-07-14,ICN,PR,BK,581,59
2022-07-14,ICN,PR,DN,276,77
2022-07-14,ICN,PR,LN,413,44
2022-07-15,ICN,FR,BK,9,0
2022-07-15,ICN,FR,DN,2,0
2022-07-15,ICN,FR,LN,7,0
2022-07-15,ICN,MR,BK,44,0
2022-07-15,ICN,MR,DN,28,0
2022-07-15,ICN,MR,LN,12,0
2022-07-15,ICN,PR,BK,727,75
2022-07-15,ICN,PR,DN,269,47
2022-07-15,ICN,PR,LN,545,29
2022-07-16,ICN,FR,BK,8,0
2022-07-16,ICN,FR,DN,1,0
2022-07-16,ICN,FR,LN,12,0
2022-07-16,ICN,MR,BK,62,0
2022-07-16,ICN,MR,DN,28,0
2022-07-16,ICN,MR,LN,37,0
2022-07-16,ICN,PR,BK,693,92
2022-07-16,ICN,PR,DN,335,55
2022-07-16,ICN,PR,LN,636,35
2022-07-17,ICN,FR,BK,14,0
2022-07-17,ICN,FR,DN,4,0
2022-07-17,ICN,FR,LN,9,0
2022-07-17,ICN,MR,BK,61,0
2022-07-17,ICN,MR,DN,38,1
2022-07-17,ICN,MR,LN,57,0
2022-07-17,ICN,PR,BK,771,39
2022-07-17,ICN,PR,DN,364,55
2022-07-17,ICN,PR,LN,759,48
2022-07-18,ICN,FR,BK,8,0
2022-07-18,ICN,FR,LN,4,0
2022-07-18,ICN,MR,BK,76,0
2022-07-18,ICN,MR,DN,21,0
2022-07-18,ICN,MR,LN,45,0
2022-07-18,ICN,PR,BK,667,59
2022-07-18,ICN,PR,DN,242,44
2022-07-18,ICN,PR,LN,339,40
2022-07-19,ICN,FR,BK,6,0
2022-07-19,ICN,FR,DN,3,0
2022-07-19,ICN,FR,LN,2,0
2022-07-19,ICN,MR,BK,48,0
2022-07-19,ICN,MR,DN,49,0
2022-07-19,ICN,MR,LN,47,0
2022-07-19,ICN,PR,BK,558,61
2022-07-19,ICN,PR,DN,283,49
2022-07-19,ICN,PR,LN,461,45
2022-07-20,ICN,FR,BK,14,0
2022-07-20,ICN,FR,DN,7,0
2022-07-20,ICN,FR,LN,8,0
2022-07-20,ICN,MR,BK,59,2
2022-07-20,ICN,MR,DN,22,1
2022-07-20,ICN,MR,LN,57,0
2022-07-20,ICN,PR,BK,755,64
2022-07-20,ICN,PR,DN,308,74
2022-07-20,ICN,PR,LN,676,38
2022-07-21,ICN,FR,BK,6,0
2022-07-21,ICN,FR,DN,2,0
2022-07-21,ICN,FR,LN,5,0
2022-07-21,ICN,MR,BK,63,0
2022-07-21,ICN,MR,DN,27,0
2022-07-21,ICN,MR,LN,16,0
2022-07-21,ICN,PR,BK,634,73
2022-07-21,ICN,PR,DN,378,49
2022-07-21,ICN,PR,LN,467,62
2022-07-22,ICN,FR,BK,11,0
2022-07-22,ICN,FR,DN,5,0
2022-07-22,ICN,FR,LN,8,0
2022-07-22,ICN,MR,BK,57,0
2022-07-22,ICN,MR,DN,23,0
2022-07-22,ICN,MR,LN,40,0
2022-07-22,ICN,PR,BK,785,74
2022-07-22,ICN,PR,DN,317,54
2022-07-22,ICN,PR,LN,521,35
2022-07-23,ICN,FR,BK,13,0
2022-07-23,ICN,FR,DN,3,0
2022-07-23,ICN,FR,LN,5,0
2022-07-23,ICN,MR,BK,49,0
2022-07-23,ICN,MR,DN,10,0
2022-07-23,ICN,MR,LN,41,0
2022-07-23,ICN,PR,BK,736,99
2022-07-23,ICN,PR,DN,384,57
2022-07-23,ICN,PR,LN,650,28
2022-07-24,ICN,FR,BK,8,0
2022-07-24,ICN,FR,DN,5,0
2022-07-24,ICN,FR,LN,6,0
2022-07-24,ICN,MR,BK,80,0
2022-07-24,ICN,MR,DN,12,0
2022-07-24,ICN,MR,LN,55,0
2022-07-24,ICN,PR,BK,651,10
2022-07-24,ICN,PR,DN,404,46
2022-07-24,ICN,PR,LN,631,33
2022-07-25,ICN,FR,BK,6,0
2022-07-25,ICN,FR,DN,2,0
2022-07-25,ICN,FR,LN,2,0
2022-07-25,ICN,MR,BK,70,0
2022-07-25,ICN,MR,DN,25,0
2022-07-25,ICN,MR,LN,40,3
2022-07-25,ICN,PR,BK,664,45
2022-07-25,ICN,PR,DN,270,51
2022-07-25,ICN,PR,LN,467,33
2022-07-26,ICN,FR,BK,4,0
2022-07-26,ICN,FR,DN,11,0
2022-07-26,ICN,FR,LN,3,0
2022-07-26,ICN,MR,BK,44,4
2022-07-26,ICN,MR,DN,35,0
2022-07-26,ICN,MR,LN,47,2
2022-07-26,ICN,PR,BK,530,71
2022-07-26,ICN,PR,DN,326,65
2022-07-26,ICN,PR,LN,497,32
2022-07-27,ICN,FR,BK,6,0
2022-07-27,ICN,FR,DN,3,0
2022-07-27,ICN,FR,LN,9,0
2022-07-27,ICN,MR,BK,49,0
2022-07-27,ICN,MR,DN,28,1
2022-07-27,ICN,MR,LN,48,1
2022-07-27,ICN,PR,BK,793,48
2022-07-27,ICN,PR,DN,328,91
2022-07-27,ICN,PR,LN,636,29
2022-07-28,ICN,FR,BK,5,0
2022-07-28,ICN,FR,DN,8,0
2022-07-28,ICN,FR,LN,5,0
2022-07-28,ICN,MR,BK,56,0
2022-07-28,ICN,MR,DN,26,0
2022-07-28,ICN,MR,LN,40,0
2022-07-28,ICN,PR,BK,683,63
2022-07-28,ICN,PR,DN,326,76
2022-07-28,ICN,PR,LN,486,50
2022-07-29,ICN,FR,BK,9,0
2022-07-29,ICN,FR,DN,3,0
2022-07-29,ICN,FR,LN,7,0
2022-07-29,ICN,MR,BK,68,0
2022-07-29,ICN,MR,DN,21,0
2022-07-29,ICN,MR,LN,50,0
2022-07-29,ICN,PR,BK,828,86
2022-07-29,ICN,PR,DN,314,69
2022-07-29,ICN,PR,LN,619,29
2022-07-30,ICN,FR,BK,5,0
2022-07-30,ICN,FR,DN,4,0
2022-07-30,ICN,FR,LN,5,0
2022-07-30,ICN,MR,BK,48,0
2022-07-30,ICN,MR,DN,22,0
2022-07-30,ICN,MR,LN,57,0
2022-07-30,ICN,PR,BK,860,76
2022-07-30,ICN,PR,DN,447,63
2022-07-30,ICN,PR,LN,689,36
2022-07-31,ICN,FR,BK,10,0
2022-07-31,ICN,FR,DN,6,0
2022-07-31,ICN,FR,LN,4,0
2022-07-31,ICN,MR,BK,65,0
2022-07-31,ICN,MR,DN,23,0
2022-07-31,ICN,MR,LN,56,0
2022-07-31,ICN,PR,BK,706,11
2022-07-31,ICN,PR,DN,390,44
2022-07-31,ICN,PR,LN,673,51
2022-08-01,ICN,FR,BK,10,0
2022-08-01,ICN,FR,DN,2,0
2022-08-01,ICN,FR,LN,1,0
2022-08-01,ICN,MR,BK,44,0
2022-08-01,ICN,MR,DN,20,0
2022-08-01,ICN,MR,LN,35,0
2022-08-01,ICN,PR,BK,636,43
2022-08-01,ICN,PR,DN,276,42
2022-08-01,ICN,PR,LN,479,65
2022-08-02,ICN,FR,BK,10,0
2022-08-02,ICN,FR,DN,1,0
2022-08-02,ICN,FR,LN,4,0
2022-08-02,ICN,MR,BK,45,0
2022-08-02,ICN,MR,DN,19,3
2022-08-02,ICN,MR,LN,47,0
2022-08-02,ICN,PR,BK,518,46
2022-08-02,ICN,PR,DN,363,60
2022-08-02,ICN,PR,LN,435,30
2022-08-03,ICN,FR,BK,5,0
2022-08-03,ICN,FR,DN,8,0
2022-08-03,ICN,FR,LN,2,0
2022-08-03,ICN,MR,BK,50,0
2022-08-03,ICN,MR,DN,18,0
2022-08-03,ICN,MR,LN,39,1
2022-08-03,ICN,PR,BK,688,41
2022-08-03,ICN,PR,DN,313,66
2022-08-03,ICN,PR,LN,553,29
2022-08-04,ICN,FR,BK,4,0
2022-08-04,ICN,FR,DN,2,0
2022-08-04,ICN,FR,LN,5,0
2022-08-04,ICN,MR,BK,45,0
2022-08-04,ICN,MR,DN,19,1
2022-08-04,ICN,MR,LN,25,0
2022-08-04,ICN,PR,BK,572,86
2022-08-04,ICN,PR,DN,285,55
2022-08-04,ICN,PR,LN,432,44
2022-08-05,ICN,FR,BK,10,0
2022-08-05,ICN,FR,DN,7,0
2022-08-05,ICN,FR,LN,5,0
2022-08-05,ICN,MR,BK,46,0
2022-08-05,ICN,MR,DN,25,0
2022-08-05,ICN,MR,LN,50,0
2022-08-05,ICN,PR,BK,740,66
2022-08-05,ICN,PR,DN,262,53
2022-08-05,ICN,PR,LN,529,38
2022-08-06,ICN,FR,BK,5,0
2022-08-06,ICN,FR,DN,5,0
2022-08-06,ICN,FR,LN,4,0
2022-08-06,ICN,MR,BK,38,0
2022-08-06,ICN,MR,DN,13,4
2022-08-06,ICN,MR,LN,44,0
2022-08-06,ICN,PR,BK,757,66
2022-08-06,ICN,PR,DN,430,54
2022-08-06,ICN,PR,LN,555,55
2022-08-07,ICN,FR,BK,9,0
2022-08-07,ICN,FR,DN,8,0
2022-08-07,ICN,FR,LN,4,0
2022-08-07,ICN,MR,BK,64,1
2022-08-07,ICN,MR,DN,37,0
2022-08-07,ICN,MR,LN,62,0
2022-08-07,ICN,PR,BK,764,56
2022-08-07,ICN,PR,DN,334,72
2022-08-07,ICN,PR,LN,717,47
2022-08-08,ICN,FR,BK,8,0
2022-08-08,ICN,FR,DN,1,0
2022-08-08,ICN,FR,LN,6,0
2022-08-08,ICN,MR,BK,27,2
2022-08-08,ICN,MR,DN,17,0
2022-08-08,ICN,MR,LN,21,0
2022-08-08,ICN,PR,BK,629,99
2022-08-08,ICN,PR,DN,276,17
2022-08-08,ICN,PR,LN,466,48
2022-08-09,ICN,FR,BK,10,0
2022-08-09,ICN,FR,DN,3,0
2022-08-09,ICN,FR,LN,6,0
2022-08-09,ICN,MR,BK,30,0
2022-08-09,ICN,MR,DN,20,0
2022-08-09,ICN,MR,LN,48,0
2022-08-09,ICN,PR,BK,526,64
2022-08-09,ICN,PR,DN,383,75
2022-08-09,ICN,PR,LN,488,33
2022-08-10,ICN,FR,BK,6,0
2022-08-10,ICN,FR,DN,4,0
2022-08-10,ICN,FR,LN,6,0
2022-08-10,ICN,MR,BK,45,0
2022-08-10,ICN,MR,DN,22,0
2022-08-10,ICN,MR,LN,28,0
2022-08-10,ICN,PR,BK,733,68
2022-08-10,ICN,PR,DN,332,74
2022-08-10,ICN,PR,LN,604,37
2022-08-11,ICN,FR,BK,7,0
2022-08-11,ICN,FR,LN,8,0
2022-08-11,ICN,MR,BK,29,0
2022-08-11,ICN,MR,DN,16,0
2022-08-11,ICN,MR,LN,33,0
2022-08-11,ICN,PR,BK,733,98
2022-08-11,ICN,PR,DN,331,47
2022-08-11,ICN,PR,LN,486,65
2022-08-12,ICN,FR,BK,9,0
2022-08-12,ICN,FR,DN,4,0
2022-08-12,ICN,FR,LN,2,0
2022-08-12,ICN,MR,BK,35,0
2022-08-12,ICN,MR,DN,15,0
2022-08-12,ICN,MR,LN,33,0
2022-08-12,ICN,PR,BK,930,62
2022-08-12,ICN,PR,DN,348,70
2022-08-12,ICN,PR,LN,552,45
2022-08-13,ICN,FR,BK,6,0
2022-08-13,ICN,FR,DN,7,0
2022-08-13,ICN,FR,LN,6,0
2022-08-13,ICN,MR,BK,57,0
2022-08-13,ICN,MR,DN,16,2
2022-08-13,ICN,MR,LN,47,0
2022-08-13,ICN,PR,BK,876,68
2022-08-13,ICN,PR,DN,417,59
2022-08-13,ICN,PR,LN,618,44
2022-08-14,ICN,FR,BK,8,0
2022-08-14,ICN,FR,DN,7,0
2022-08-14,ICN,FR,LN,10,0
2022-08-14,ICN,MR,BK,47,0
2022-08-14,ICN,MR,DN,18,0
2022-08-14,ICN,MR,LN,48,0
2022-08-14,ICN,PR,BK,849,8
2022-08-14,ICN,PR,DN,410,58
2022-08-14,ICN,PR,LN,696,52
2022-08-15,ICN,FR,BK,4,0
2022-08-15,ICN,FR,DN,5,0
2022-08-15,ICN,FR,LN,6,0
2022-08-15,ICN,MR,BK,53,0
2022-08-15,ICN,MR,DN,14,0
2022-08-15,ICN,MR,LN,39,0
2022-08-15,ICN,PR,BK,706,89
2022-08-15,ICN,PR,DN,232,34
2022-08-15,ICN,PR,LN,425,59
2022-08-16,ICN,FR,BK,8,0
2022-08-16,ICN,FR,DN,7,0
2022-08-16,ICN,FR,LN,3,0
2022-08-16,ICN,MR,BK,57,0
2022-08-16,ICN,MR,DN,13,0
2022-08-16,ICN,MR,LN,50,0
2022-08-16,ICN,PR,BK,619,55
2022-08-16,ICN,PR,DN,292,40
2022-08-16,ICN,PR,LN,402,25
2022-08-17,ICN,FR,BK,5,0
2022-08-17,ICN,FR,DN,6,0
2022-08-17,ICN,FR,LN,2,0
2022-08-17,ICN,MR,BK,52,1
2022-08-17,ICN,MR,DN,24,0
2022-08-17,ICN,MR,LN,39,0
2022-08-17,ICN,PR,BK,773,60
2022-08-17,ICN,PR,DN,299,68
2022-08-17,ICN,PR,LN,499,33
2022-08-18,ICN,FR,BK,6,0
2022-08-18,ICN,FR,DN,1,0
2022-08-18,ICN,FR,LN,6,0
2022-08-18,ICN,MR,BK,41,0
2022-08-18,ICN,MR,DN,16,0
2022-08-18,ICN,MR,LN,27,0
2022-08-18,ICN,PR,BK,639,108
2022-08-18,ICN,PR,DN,299,44
2022-08-18,ICN,PR,LN,378,42
2022-08-19,ICN,FR,BK,10,0
2022-08-19,ICN,FR,DN,3,0
2022-08-19,ICN,FR,LN,3,0
2022-08-19,ICN,MR,BK,40,0
2022-08-19,ICN,MR,DN,8,0
2022-08-19,ICN,MR,LN,39,0
2022-08-19,ICN,PR,BK,749,64
2022-08-19,ICN,PR,DN,271,70
2022-08-19,ICN,PR,LN,525,54
2022-08-20,ICN,FR,BK,6,0
2022-08-20,ICN,FR,DN,5,0
2022-08-20,ICN,FR,LN,9,0
2022-08-20,ICN,MR,BK,65,0
2022-08-20,ICN,MR,DN,25,0
2022-08-20,ICN,MR,LN,45,2
2022-08-20,ICN,PR,BK,731,72
2022-08-20,ICN,PR,DN,329,59
2022-08-20,ICN,PR,LN,518,44
2022-08-21,ICN,FR,BK,5,0
2022-08-21,ICN,FR,DN,4,0
2022-08-21,ICN,FR,LN,5,0
2022-08-21,ICN,MR,BK,101,0
2022-08-21,ICN,MR,DN,24,0
2022-08-21,ICN,MR,LN,47,1
2022-08-21,ICN,PR,BK,803,44
2022-08-21,ICN,PR,DN,343,37
2022-08-21,ICN,PR,LN,629,65
2022-08-22,ICN,FR,BK,7,0
2022-08-22,ICN,FR,DN,1,0
2022-08-22,ICN,FR,LN,3,0
2022-08-22,ICN,MR,BK,60,1
2022-08-22,ICN,MR,DN,31,0
2022-08-22,ICN,MR,LN,38,0
2022-08-22,ICN,PR,BK,644,97
2022-08-22,ICN,PR,DN,295,47
2022-08-22,ICN,PR,LN,439,35
2022-08-23,ICN,FR,BK,11,0
2022-08-23,ICN,FR,DN,8,0
2022-08-23,ICN,FR,LN,1,0
2022-08-23,ICN,MR,BK,40,0
2022-08-23,ICN,MR,DN,16,0
2022-08-23,ICN,MR,LN,53,0
2022-08-23,ICN,PR,BK,626,70
2022-08-23,ICN,PR,DN,300,39
2022-08-23,ICN,PR,LN,360,40
2022-08-24,ICN,FR,BK,7,0
2022-08-24,ICN,FR,DN,3,0
2022-08-24,ICN,FR,LN,3,0
2022-08-24,ICN,MR,BK,53,0
2022-08-24,ICN,MR,DN,29,0
2022-08-24,ICN,MR,LN,26,0
2022-08-24,ICN,PR,BK,765,57
2022-08-24,ICN,PR,DN,250,70
2022-08-24,ICN,PR,LN,474,28
2022-08-25,ICN,FR,BK,8,0
2022-08-25,ICN,FR,LN,7,0
2022-08-25,ICN,MR,BK,37,4
2022-08-25,ICN,MR,DN,21,0
2022-08-25,ICN,MR,LN,31,0
2022-08-25,ICN,PR,BK,682,112
2022-08-25,ICN,PR,DN,249,59
2022-08-25,ICN,PR,LN,434,50
2022-08-26,ICN,FR,BK,10,0
2022-08-26,ICN,FR,DN,2,0
2022-08-26,ICN,FR,LN,8,0
2022-08-26,ICN,MR,BK,40,0
2022-08-26,ICN,MR,DN,14,0
2022-08-26,ICN,MR,LN,27,0
2022-08-26,ICN,PR,BK,737,73
2022-08-26,ICN,PR,DN,237,77
2022-08-26,ICN,PR,LN,475,52
2022-08-27,ICN,FR,BK,4,0
2022-08-27,ICN,FR,DN,3,0
2022-08-27,ICN,FR,LN,3,0
2022-08-27,ICN,MR,BK,54,0
2022-08-27,ICN,MR,DN,25,0
2022-08-27,ICN,MR,LN,34,0
2022-08-27,ICN,PR,BK,721,88
2022-08-27,ICN,PR,DN,321,57
2022-08-27,ICN,PR,LN,469,95
2022-08-28,ICN,FR,BK,11,0
2022-08-28,ICN,FR,DN,1,0
2022-08-28,ICN,FR,LN,4,0
2022-08-28,ICN,MR,BK,72,0
2022-08-28,ICN,MR,DN,35,0
2022-08-28,ICN,MR,LN,52,0
2022-08-28,ICN,PR,BK,801,39
2022-08-28,ICN,PR,DN,327,47
2022-08-28,ICN,PR,LN,605,47
2022-08-29,ICN,FR,BK,5,0
2022-08-29,ICN,FR,DN,6,0
2022-08-29,ICN,FR,LN,5,0
2022-08-29,ICN,MR,BK,48,1
2022-08-29,ICN,MR,DN,29,0
2022-08-29,ICN,MR,LN,34,0
2022-08-29,ICN,PR,BK,717,87
2022-08-29,ICN,PR,DN,253,40
2022-08-29,ICN,PR,LN,399,53
2022-08-30,ICN,FR,BK,7,0
2022-08-30,ICN,FR,DN,4,0
2022-08-30,ICN,FR,LN,1,0
2022-08-30,ICN,MR,BK,58,0
2022-08-30,ICN,MR,DN,22,0
2022-08-30,ICN,MR,LN,41,0
2022-08-30,ICN,PR,BK,523,30
2022-08-30,ICN,PR,DN,257,50
2022-08-30,ICN,PR,LN,383,62
2022-08-31,ICN,FR,BK,7,0
2022-08-31,ICN,FR,DN,4,0
2022-08-31,ICN,FR,LN,2,0
2022-08-31,ICN,MR,BK,52,2
2022-08-31,ICN,MR,DN,17,1
2022-08-31,ICN,MR,LN,34,1
2022-08-31,ICN,PR,BK,766,102
2022-08-31,ICN,PR,DN,277,46
2022-08-31,ICN,PR,LN,460,37
2022-09-01,ICN,FR,BK,9,0
2022-09-01,ICN,FR,DN,7,0
2022-09-01,ICN,FR,LN,3,0
2022-09-01,ICN,MR,BK,51,0
2022-09-01,ICN,MR,DN,18,0
2022-09-01,ICN,MR,LN,36,0
2022-09-01,ICN,PR,BK,673,136
2022-09-01,ICN,PR,DN,302,74
2022-09-01,ICN,PR,LN,390,59
2022-09-02,ICN,FR,BK,8,0
2022-09-02,ICN,FR,DN,4,0
2022-09-02,ICN,FR,LN,2,0
2022-09-02,ICN,MR,BK,74,0
2022-09-02,ICN,MR,DN,14,0
2022-09-02,ICN,MR,LN,35,0
2022-09-02,ICN,PR,BK,809,57
2022-09-02,ICN,PR,DN,255,87
2022-09-02,ICN,PR,LN,466,20
2022-09-03,ICN,FR,BK,12,0
2022-09-03,ICN,FR,DN,8,0
2022-09-03,ICN,FR,LN,6,0
2022-09-03,ICN,MR,BK,59,0
2022-09-03,ICN,MR,DN,25,0
2022-09-03,ICN,MR,LN,22,0
2022-09-03,ICN,PR,BK,790,81
2022-09-03,ICN,PR,DN,359,61
2022-09-03,ICN,PR,LN,560,82
2022-09-04,ICN,FR,BK,6,0
2022-09-04,ICN,FR,DN,12,0
2022-09-04,ICN,FR,LN,4,0
2022-09-04,ICN,MR,BK,107,0
2022-09-04,ICN,MR,DN,37,0
2022-09-04,ICN,MR,LN,40,2
2022-09-04,ICN,PR,BK,727,61
2022-09-04,ICN,PR,DN,328,44
2022-09-04,ICN,PR,LN,556,64
2022-09-05,ICN,FR,BK,10,0
2022-09-05,ICN,FR,DN,2,0
2022-09-05,ICN,FR,LN,8,0
2022-09-05,ICN,MR,BK,53,0
2022-09-05,ICN,MR,DN,11,0
2022-09-05,ICN,MR,LN,36,0
2022-09-05,ICN,PR,BK,711,101
2022-09-05,ICN,PR,DN,280,34
2022-09-05,ICN,PR,LN,444,44
2022-09-06,ICN,FR,BK,10,0
2022-09-06,ICN,FR,DN,9,0
2022-09-06,ICN,FR,LN,5,0
2022-09-06,ICN,MR,BK,62,0
2022-09-06,ICN,MR,DN,23,0
2022-09-06,ICN,MR,LN,32,0
2022-09-06,ICN,PR,BK,737,39
2022-09-06,ICN,PR,DN,340,85
2022-09-06,ICN,PR,LN,384,38
2022-09-07,ICN,FR,BK,15,0
2022-09-07,ICN,FR,DN,5,0
2022-09-07,ICN,FR,LN,3,0
2022-09-07,ICN,MR,BK,60,0
2022-09-07,ICN,MR,DN,36,2
2022-09-07,ICN,MR,LN,45,1
2022-09-07,ICN,PR,BK,934,89
2022-09-07,ICN,PR,DN,349,50
2022-09-07,ICN,PR,LN,475,39
2022-09-08,ICN,FR,BK,12,0
2022-09-08,ICN,FR,DN,7,0
2022-09-08,ICN,FR,LN,8,0
2022-09-08,ICN,MR,BK,105,0
2022-09-08,ICN,MR,DN,47,0
2022-09-08,ICN,MR,LN,33,0
2022-09-08,ICN,PR,BK,777,88
2022-09-08,ICN,PR,DN,416,74
2022-09-08,ICN,PR,LN,548,40
2022-09-09,ICN,FR,BK,17,0
2022-09-09,ICN,FR,DN,2,0
2022-09-09,ICN,FR,LN,4,0
2022-09-09,ICN,MR,BK,90,0
2022-09-09,ICN,MR,DN,19,0
2022-09-09,ICN,MR,LN,38,0
2022-09-09,ICN,PR,BK,1100,72
2022-09-09,ICN,PR,DN,275,70
2022-09-09,ICN,PR,LN,486,48
2022-09-10,ICN,FR,BK,6,0
2022-09-10,ICN,FR,DN,13,0
2022-09-10,ICN,FR,LN,1,0
2022-09-10,ICN,MR,BK,54,0
2022-09-10,ICN,MR,DN,20,1
2022-09-10,ICN,MR,LN,43,0
2022-09-10,ICN,PR,BK,668,91
2022-09-10,ICN,PR,DN,331,36
2022-09-10,ICN,PR,LN,436,54
2022-09-11,ICN,FR,BK,5,0
2022-09-11,ICN,FR,DN,1,0
2022-09-11,ICN,FR,LN,6,0
2022-09-11,ICN,MR,BK,67,0
2022-09-11,ICN,MR,DN,29,1
2022-09-11,ICN,MR,LN,49,1
2022-09-11,ICN,PR,BK,833,96
2022-09-11,ICN,PR,DN,257,46
