"_date","station","lng_type","time_group","ke","oal"
2021-11-04,ICN,FR,DN,5,0
2021-11-04,ICN,MR,BK,13,0
2021-11-04,ICN,MR,DN,24,0
2021-11-04,ICN,MR,LN,12,0
2021-11-04,ICN,PR,BK,100,44
2021-11-04,ICN,PR,DN,102,33
2021-11-04,ICN,PR,LN,157,25
2021-11-05,ICN,FR,BK,7,0
2021-11-05,ICN,FR,DN,3,0
2021-11-05,ICN,FR,LN,3,0
2021-11-05,ICN,MR,BK,17,0
2021-11-05,ICN,MR,DN,14,0
2021-11-05,ICN,MR,LN,17,0
2021-11-05,ICN,PR,BK,172,23
2021-11-05,ICN,PR,DN,125,5
2021-11-05,ICN,PR,LN,159,19
2021-11-06,ICN,FR,BK,3,0
2021-11-06,ICN,FR,DN,3,0
2021-11-06,ICN,FR,LN,3,0
2021-11-06,ICN,MR,BK,10,2
2021-11-06,ICN,MR,DN,9,0
2021-11-06,ICN,MR,LN,30,0
2021-11-06,ICN,PR,BK,123,93
2021-11-06,ICN,PR,DN,54,37
2021-11-06,ICN,PR,LN,185,3
2021-11-07,ICN,FR,BK,7,0
2021-11-07,ICN,FR,DN,2,0
2021-11-07,ICN,FR,LN,5,0
2021-11-07,ICN,MR,BK,32,0
2021-11-07,ICN,MR,DN,21,0
2021-11-07,ICN,MR,LN,29,1
2021-11-07,ICN,PR,BK,181,11
2021-11-07,ICN,PR,DN,151,20
2021-11-07,ICN,PR,LN,129,40
2021-11-08,ICN,FR,DN,2,0
2021-11-08,ICN,FR,LN,2,0
2021-11-08,ICN,MR,BK,16,0
2021-11-08,ICN,MR,DN,5,0
2021-11-08,ICN,MR,LN,24,0
2021-11-08,ICN,PR,BK,99,47
2021-11-08,ICN,PR,DN,44,0
2021-11-08,ICN,PR,LN,111,2
2021-11-09,ICN,FR,BK,6,0
2021-11-09,ICN,FR,DN,6,0
2021-11-09,ICN,MR,BK,21,0
2021-11-09,ICN,MR,DN,11,0
2021-11-09,ICN,MR,LN,11,4
2021-11-09,ICN,PR,BK,99,2
2021-11-09,ICN,PR,DN,79,36
2021-11-09,ICN,PR,LN,135,30
2021-11-10,ICN,FR,BK,6,0
2021-11-10,ICN,FR,DN,4,0
2021-11-10,ICN,FR,LN,3,0
2021-11-10,ICN,MR,BK,16,0
2021-11-10,ICN,MR,DN,15,0
2021-11-10,ICN,MR,LN,33,0
2021-11-10,ICN,PR,BK,180,8
2021-11-10,ICN,PR,DN,97,0
2021-11-10,ICN,PR,LN,131,0
2021-11-11,ICN,FR,BK,6,0
2021-11-11,ICN,FR,DN,2,0
2021-11-11,ICN,MR,BK,19,0
2021-11-11,ICN,MR,DN,20,0
2021-11-11,ICN,MR,LN,13,1
2021-11-11,ICN,PR,BK,107,66
2021-11-11,ICN,PR,DN,113,44
2021-11-11,ICN,PR,LN,164,29
2021-11-12,ICN,FR,BK,3,0
2021-11-12,ICN,FR,DN,2,0
2021-11-12,ICN,FR,LN,6,0
2021-11-12,ICN,MR,BK,19,0
2021-11-12,ICN,MR,DN,20,0
2021-11-12,ICN,MR,LN,17,1
2021-11-12,ICN,PR,BK,140,24
2021-11-12,ICN,PR,DN,97,4
2021-11-12,ICN,PR,LN,171,14
2021-11-13,ICN,FR,BK,4,0
2021-11-13,ICN,FR,DN,3,0
2021-11-13,ICN,FR,LN,2,0
2021-11-13,ICN,MR,BK,21,0
2021-11-13,ICN,MR,DN,11,0
2021-11-13,ICN,MR,LN,33,0
2021-11-13,ICN,PR,BK,154,107
2021-11-13,ICN,PR,DN,66,43
2021-11-13,ICN,PR,LN,233,4
2021-11-14,ICN,FR,BK,5,0
2021-11-14,ICN,FR,DN,5,0
2021-11-14,ICN,FR,LN,6,0
2021-11-14,ICN,MR,BK,38,0
2021-11-14,ICN,MR,DN,27,0
2021-11-14,ICN,MR,LN,32,1
2021-11-14,ICN,PR,BK,202,17
2021-11-14,ICN,PR,DN,154,34
2021-11-14,ICN,PR,LN,162,45
2021-11-15,ICN,FR,BK,4,0
2021-11-15,ICN,FR,DN,2,0
2021-11-15,ICN,FR,LN,3,0
2021-11-15,ICN,MR,BK,29,2
2021-11-15,ICN,MR,DN,6,0
2021-11-15,ICN,MR,LN,35,0
2021-11-15,ICN,PR,BK,163,63
2021-11-15,ICN,PR,DN,59,12
2021-11-15,ICN,PR,LN,192,1
2021-11-16,ICN,FR,BK,7,0
2021-11-16,ICN,FR,DN,2,0
2021-11-16,ICN,FR,LN,2,0
2021-11-16,ICN,MR,BK,7,0
2021-11-16,ICN,MR,DN,24,1
2021-11-16,ICN,MR,LN,24,2
2021-11-16,ICN,PR,BK,107,4
2021-11-16,ICN,PR,DN,78,35
2021-11-16,ICN,PR,LN,134,21
2021-11-17,ICN,FR,BK,6,0
2021-11-17,ICN,FR,DN,3,0
2021-11-17,ICN,FR,LN,3,0
2021-11-17,ICN,MR,BK,43,0
2021-11-17,ICN,MR,DN,18,0
2021-11-17,ICN,MR,LN,32,0
2021-11-17,ICN,PR,BK,224,15
2021-11-17,ICN,PR,DN,99,0
2021-11-17,ICN,PR,LN,146,0
2021-11-18,ICN,FR,BK,3,0
2021-11-18,ICN,FR,DN,5,0
2021-11-18,ICN,MR,BK,14,2
2021-11-18,ICN,MR,DN,20,0
2021-11-18,ICN,MR,LN,19,2
2021-11-18,ICN,PR,BK,132,60
2021-11-18,ICN,PR,DN,149,42
2021-11-18,ICN,PR,LN,179,37
2021-11-19,ICN,FR,BK,7,0
2021-11-19,ICN,FR,DN,2,0
2021-11-19,ICN,FR,LN,4,0
2021-11-19,ICN,MR,BK,26,0
2021-11-19,ICN,MR,DN,25,0
2021-11-19,ICN,MR,LN,16,0
2021-11-19,ICN,PR,BK,208,57
2021-11-19,ICN,PR,DN,130,1
2021-11-19,ICN,PR,LN,193,40
2021-11-20,ICN,FR,BK,5,0
2021-11-20,ICN,FR,DN,7,0
2021-11-20,ICN,FR,LN,2,0
2021-11-20,ICN,MR,BK,16,0
2021-11-20,ICN,MR,DN,12,0
2021-11-20,ICN,MR,LN,25,0
2021-11-20,ICN,PR,BK,174,91
2021-11-20,ICN,PR,DN,86,24
2021-11-20,ICN,PR,LN,273,3
2021-11-21,ICN,FR,BK,5,0
2021-11-21,ICN,FR,LN,6,0
2021-11-21,ICN,MR,BK,19,0
2021-11-21,ICN,MR,DN,21,0
2021-11-21,ICN,MR,LN,22,0
2021-11-21,ICN,PR,BK,165,16
2021-11-21,ICN,PR,DN,178,20
2021-11-21,ICN,PR,LN,159,52
2021-11-22,ICN,FR,BK,5,0
2021-11-22,ICN,FR,DN,3,0
2021-11-22,ICN,FR,LN,2,0
2021-11-22,ICN,MR,BK,11,0
2021-11-22,ICN,MR,DN,3,0
2021-11-22,ICN,MR,LN,34,0
2021-11-22,ICN,PR,BK,158,57
2021-11-22,ICN,PR,DN,78,36
2021-11-22,ICN,PR,LN,165,0
2021-11-23,ICN,FR,BK,4,0
2021-11-23,ICN,FR,DN,1,0
2021-11-23,ICN,MR,BK,15,0
2021-11-23,ICN,MR,DN,15,0
2021-11-23,ICN,MR,LN,12,0
2021-11-23,ICN,PR,BK,118,7
2021-11-23,ICN,PR,DN,98,20
2021-11-23,ICN,PR,LN,135,35
2021-11-24,ICN,FR,BK,7,0
2021-11-24,ICN,FR,DN,4,0
2021-11-24,ICN,FR,LN,5,0
2021-11-24,ICN,MR,BK,21,0
2021-11-24,ICN,MR,DN,22,0
2021-11-24,ICN,MR,LN,18,0
2021-11-24,ICN,PR,BK,210,23
2021-11-24,ICN,PR,DN,111,0
2021-11-24,ICN,PR,LN,202,0
2021-11-25,ICN,FR,BK,3,0
2021-11-25,ICN,FR,DN,3,0
2021-11-25,ICN,FR,LN,3,0
2021-11-25,ICN,MR,BK,8,0
2021-11-25,ICN,MR,DN,22,0
2021-11-25,ICN,MR,LN,5,1
2021-11-25,ICN,PR,BK,124,67
2021-11-25,ICN,PR,DN,143,46
2021-11-25,ICN,PR,LN,182,30
2021-11-26,ICN,FR,BK,6,0
2021-11-26,ICN,FR,DN,1,0
2021-11-26,ICN,FR,LN,6,0
2021-11-26,ICN,MR,BK,28,0
2021-11-26,ICN,MR,DN,18,0
2021-11-26,ICN,MR,LN,19,0
2021-11-26,ICN,PR,BK,204,24
2021-11-26,ICN,PR,DN,150,8
2021-11-26,ICN,PR,LN,210,15
2021-11-27,ICN,FR,BK,6,0
2021-11-27,ICN,FR,DN,3,0
2021-11-27,ICN,FR,LN,4,0
2021-11-27,ICN,MR,BK,19,0
2021-11-27,ICN,MR,DN,16,0
2021-11-27,ICN,MR,LN,36,0
2021-11-27,ICN,PR,BK,149,91
2021-11-27,ICN,PR,DN,103,31
2021-11-27,ICN,PR,LN,224,2
2021-11-28,ICN,FR,BK,6,0
2021-11-28,ICN,FR,DN,1,0
2021-11-28,ICN,FR,LN,6,0
2021-11-28,ICN,MR,BK,28,0
2021-11-28,ICN,MR,DN,28,1
2021-11-28,ICN,MR,LN,19,1
2021-11-28,ICN,PR,BK,229,17
2021-11-28,ICN,PR,DN,212,41
2021-11-28,ICN,PR,LN,256,56
2021-11-29,ICN,FR,BK,5,0
2021-11-29,ICN,FR,DN,4,0
2021-11-29,ICN,FR,LN,6,0
2021-11-29,ICN,MR,BK,19,0
2021-11-29,ICN,MR,DN,15,0
2021-11-29,ICN,MR,LN,21,0
2021-11-29,ICN,PR,BK,165,69
2021-11-29,ICN,PR,DN,69,24
2021-11-29,ICN,PR,LN,210,0
2021-11-30,ICN,FR,BK,3,0
2021-11-30,ICN,FR,DN,4,0
2021-11-30,ICN,FR,LN,2,0
2021-11-30,ICN,MR,BK,13,0
2021-11-30,ICN,MR,DN,21,0
2021-11-30,ICN,MR,LN,9,1
2021-11-30,ICN,PR,BK,112,8
2021-11-30,ICN,PR,DN,98,36
2021-11-30,ICN,PR,LN,144,42
2021-12-01,ICN,FR,BK,3,0
2021-12-01,ICN,FR,DN,3,0
2021-12-01,ICN,FR,LN,5,0
2021-12-01,ICN,MR,BK,32,0
2021-12-01,ICN,MR,DN,13,0
2021-12-01,ICN,MR,LN,20,0
2021-12-01,ICN,PR,BK,232,18
2021-12-01,ICN,PR,DN,112,0
2021-12-01,ICN,PR,LN,177,0
2021-12-02,ICN,FR,BK,6,0
2021-12-02,ICN,FR,DN,3,0
2021-12-02,ICN,FR,LN,2,0
2021-12-02,ICN,MR,BK,10,0
2021-12-02,ICN,MR,DN,12,0
2021-12-02,ICN,MR,LN,16,0
2021-12-02,ICN,PR,BK,103,51
2021-12-02,ICN,PR,DN,97,31
2021-12-02,ICN,PR,LN,186,27
2021-12-03,ICN,FR,BK,4,0
2021-12-03,ICN,FR,DN,4,0
2021-12-03,ICN,FR,LN,5,0
2021-12-03,ICN,MR,BK,16,0
2021-12-03,ICN,MR,DN,13,0
2021-12-03,ICN,MR,LN,13,0
2021-12-03,ICN,PR,BK,123,31
2021-12-03,ICN,PR,DN,116,1
2021-12-03,ICN,PR,LN,161,17
2021-12-04,ICN,FR,BK,1,0
2021-12-04,ICN,FR,DN,4,0
2021-12-04,ICN,FR,LN,3,0
2021-12-04,ICN,MR,BK,17,0
2021-12-04,ICN,MR,DN,6,0
2021-12-04,ICN,MR,LN,11,0
2021-12-04,ICN,PR,BK,150,74
2021-12-04,ICN,PR,DN,74,21
2021-12-04,ICN,PR,LN,173,4
2021-12-05,ICN,FR,BK,5,0
2021-12-05,ICN,FR,LN,6,0
2021-12-05,ICN,MR,BK,19,0
2021-12-05,ICN,MR,DN,17,0
2021-12-05,ICN,MR,LN,10,0
2021-12-05,ICN,PR,BK,156,12
2021-12-05,ICN,PR,DN,121,24
2021-12-05,ICN,PR,LN,180,38
2021-12-06,ICN,FR,BK,3,0
2021-12-06,ICN,FR,DN,2,0
2021-12-06,ICN,FR,LN,4,0
2021-12-06,ICN,MR,BK,4,0
2021-12-06,ICN,MR,DN,1,0
2021-12-06,ICN,MR,LN,9,0
2021-12-06,ICN,PR,BK,109,25
2021-12-06,ICN,PR,DN,55,18
2021-12-06,ICN,PR,LN,132,7
2021-12-07,ICN,FR,BK,1,0
2021-12-07,ICN,FR,DN,2,0
2021-12-07,ICN,FR,LN,1,0
2021-12-07,ICN,MR,BK,5,0
2021-12-07,ICN,MR,DN,9,0
2021-12-07,ICN,MR,LN,10,0
2021-12-07,ICN,PR,BK,86,8
2021-12-07,ICN,PR,DN,88,15
2021-12-07,ICN,PR,LN,121,17
2021-12-08,ICN,FR,BK,4,0
2021-12-08,ICN,FR,DN,1,0
2021-12-08,ICN,FR,LN,4,0
2021-12-08,ICN,MR,BK,20,0
2021-12-08,ICN,MR,DN,10,0
2021-12-08,ICN,MR,LN,19,0
2021-12-08,ICN,PR,BK,217,14
2021-12-08,ICN,PR,DN,91,1
2021-12-08,ICN,PR,LN,144,2
2021-12-09,ICN,FR,BK,4,0
2021-12-09,ICN,FR,DN,3,0
2021-12-09,ICN,MR,BK,13,3
2021-12-09,ICN,MR,DN,6,0
2021-12-09,ICN,MR,LN,11,0
2021-12-09,ICN,PR,BK,81,39
2021-12-09,ICN,PR,DN,105,40
2021-12-09,ICN,PR,LN,135,26
2021-12-10,ICN,FR,BK,5,0
2021-12-10,ICN,FR,LN,6,0
2021-12-10,ICN,MR,BK,9,0
2021-12-10,ICN,MR,DN,18,0
2021-12-10,ICN,MR,LN,16,0
2021-12-10,ICN,PR,BK,164,27
2021-12-10,ICN,PR,DN,118,7
2021-12-10,ICN,PR,LN,171,19
2021-12-11,ICN,FR,BK,4,0
2021-12-11,ICN,FR,DN,3,0
2021-12-11,ICN,FR,LN,6,0
2021-12-11,ICN,MR,BK,7,0
2021-12-11,ICN,MR,DN,9,0
2021-12-11,ICN,MR,LN,16,0
2021-12-11,ICN,PR,BK,157,65
2021-12-11,ICN,PR,DN,51,23
2021-12-11,ICN,PR,LN,150,3
2021-12-12,ICN,FR,BK,7,0
2021-12-12,ICN,FR,DN,4,0
2021-12-12,ICN,FR,LN,1,0
2021-12-12,ICN,MR,BK,13,0
2021-12-12,ICN,MR,DN,24,0
2021-12-12,ICN,MR,LN,18,0
2021-12-12,ICN,PR,BK,149,25
2021-12-12,ICN,PR,DN,92,12
2021-12-12,ICN,PR,LN,175,32
2021-12-13,ICN,FR,BK,1,0
2021-12-13,ICN,FR,LN,3,0
2021-12-13,ICN,MR,BK,13,0
2021-12-13,ICN,MR,DN,7,0
2021-12-13,ICN,MR,LN,15,0
2021-12-13,ICN,PR,BK,141,48
2021-12-13,ICN,PR,DN,52,0
2021-12-13,ICN,PR,LN,147,8
2021-12-14,ICN,FR,BK,1,0
2021-12-14,ICN,FR,DN,2,0
2021-12-14,ICN,MR,BK,12,0
2021-12-14,ICN,MR,DN,8,0
2021-12-14,ICN,MR,LN,15,0
2021-12-14,ICN,PR,BK,110,6
2021-12-14,ICN,PR,DN,117,34
2021-12-14,ICN,PR,LN,126,34
2021-12-15,ICN,FR,BK,5,0
2021-12-15,ICN,FR,DN,4,0
2021-12-15,ICN,FR,LN,2,0
2021-12-15,ICN,MR,BK,10,1
2021-12-15,ICN,MR,DN,25,0
2021-12-15,ICN,MR,LN,17,0
2021-12-15,ICN,PR,BK,261,19
2021-12-15,ICN,PR,DN,150,1
2021-12-15,ICN,PR,LN,205,0
2021-12-16,ICN,FR,BK,3,0
2021-12-16,ICN,FR,DN,4,0
2021-12-16,ICN,MR,BK,9,0
2021-12-16,ICN,MR,DN,17,0
2021-12-16,ICN,MR,LN,13,0
2021-12-16,ICN,PR,BK,98,50
2021-12-16,ICN,PR,DN,124,51
2021-12-16,ICN,PR,LN,182,46
2021-12-17,ICN,FR,BK,3,0
2021-12-17,ICN,FR,DN,1,0
2021-12-17,ICN,FR,LN,9,0
2021-12-17,ICN,MR,BK,15,0
2021-12-17,ICN,MR,DN,21,0
2021-12-17,ICN,MR,LN,18,2
2021-12-17,ICN,PR,BK,221,39
2021-12-17,ICN,PR,DN,180,7
2021-12-17,ICN,PR,LN,229,27
2021-12-18,ICN,FR,BK,6,0
2021-12-18,ICN,FR,LN,3,0
2021-12-18,ICN,MR,BK,20,1
2021-12-18,ICN,MR,DN,9,0
2021-12-18,ICN,MR,LN,16,0
2021-12-18,ICN,PR,BK,192,97
2021-12-18,ICN,PR,DN,87,31
2021-12-18,ICN,PR,LN,148,4
2021-12-19,ICN,FR,BK,2,0
2021-12-19,ICN,FR,DN,1,0
2021-12-19,ICN,FR,LN,6,0
2021-12-19,ICN,MR,BK,15,0
2021-12-19,ICN,MR,DN,25,0
2021-12-19,ICN,MR,LN,20,0
2021-12-19,ICN,PR,BK,136,21
2021-12-19,ICN,PR,DN,138,28
2021-12-19,ICN,PR,LN,169,43
2021-12-20,ICN,FR,BK,4,0
2021-12-20,ICN,FR,DN,1,0
2021-12-20,ICN,FR,LN,2,0
2021-12-20,ICN,MR,BK,13,0
2021-12-20,ICN,MR,DN,3,0
2021-12-20,ICN,MR,LN,17,0
2021-12-20,ICN,PR,BK,146,28
2021-12-20,ICN,PR,DN,64,1
2021-12-20,ICN,PR,LN,155,4
2021-12-21,ICN,FR,BK,4,0
2021-12-21,ICN,FR,LN,1,0
2021-12-21,ICN,MR,BK,6,0
2021-12-21,ICN,MR,DN,10,0
2021-12-21,ICN,MR,LN,16,0
2021-12-21,ICN,PR,BK,136,6
2021-12-21,ICN,PR,DN,119,38
2021-12-21,ICN,PR,LN,95,34
2021-12-22,ICN,FR,BK,2,0
2021-12-22,ICN,FR,DN,4,0
2021-12-22,ICN,FR,LN,8,0
2021-12-22,ICN,MR,BK,23,0
2021-12-22,ICN,MR,DN,23,0
2021-12-22,ICN,MR,LN,11,0
2021-12-22,ICN,PR,BK,276,20
2021-12-22,ICN,PR,DN,134,0
2021-12-22,ICN,PR,LN,182,0
2021-12-23,ICN,FR,BK,3,0
2021-12-23,ICN,FR,DN,7,0
2021-12-23,ICN,MR,BK,16,0
2021-12-23,ICN,MR,DN,19,0
2021-12-23,ICN,MR,LN,18,0
2021-12-23,ICN,PR,BK,96,70
2021-12-23,ICN,PR,DN,112,23
2021-12-23,ICN,PR,LN,156,34
2021-12-24,ICN,FR,BK,3,0
2021-12-24,ICN,FR,DN,2,0
2021-12-24,ICN,FR,LN,1,0
2021-12-24,ICN,MR,BK,21,0
2021-12-24,ICN,MR,DN,25,0
2021-12-24,ICN,MR,LN,14,0
2021-12-24,ICN,PR,BK,167,7
2021-12-24,ICN,PR,DN,130,2
2021-12-24,ICN,PR,LN,182,22
2021-12-25,ICN,FR,BK,1,0
2021-12-25,ICN,FR,LN,4,0
2021-12-25,ICN,MR,BK,17,1
2021-12-25,ICN,MR,DN,7,0
2021-12-25,ICN,MR,LN,14,0
2021-12-25,ICN,PR,BK,136,38
2021-12-25,ICN,PR,DN,72,4
2021-12-25,ICN,PR,LN,150,7
2021-12-26,ICN,FR,BK,2,0
2021-12-26,ICN,FR,DN,7,0
2021-12-26,ICN,FR,LN,3,0
2021-12-26,ICN,MR,BK,3,0
2021-12-26,ICN,MR,DN,12,0
2021-12-26,ICN,MR,LN,9,0
2021-12-26,ICN,PR,BK,98,12
2021-12-26,ICN,PR,DN,113,11
2021-12-26,ICN,PR,LN,154,28
2021-12-27,ICN,FR,BK,1,0
2021-12-27,ICN,FR,DN,3,0
2021-12-27,ICN,FR,LN,3,0
2021-12-27,ICN,MR,BK,6,0
2021-12-27,ICN,MR,DN,6,0
2021-12-27,ICN,MR,LN,14,0
2021-12-27,ICN,PR,BK,125,18
2021-12-27,ICN,PR,DN,83,0
2021-12-27,ICN,PR,LN,161,6
2021-12-28,ICN,FR,BK,1,0
2021-12-28,ICN,FR,DN,3,0
2021-12-28,ICN,FR,LN,2,0
2021-12-28,ICN,MR,BK,4,0
2021-12-28,ICN,MR,DN,5,0
2021-12-28,ICN,MR,LN,10,0
2021-12-28,ICN,PR,BK,127,6
2021-12-28,ICN,PR,DN,132,17
2021-12-28,ICN,PR,LN,103,31
2021-12-29,ICN,FR,BK,2,0
2021-12-29,ICN,FR,DN,1,0
2021-12-29,ICN,FR,LN,2,0
2021-12-29,ICN,MR,BK,13,0
2021-12-29,ICN,MR,DN,20,0
2021-12-29,ICN,MR,LN,12,0
2021-12-29,ICN,PR,BK,232,16
2021-12-29,ICN,PR,DN,104,0
2021-12-29,ICN,PR,LN,167,0
2021-12-30,ICN,FR,BK,1,0
2021-12-30,ICN,FR,DN,3,0
2021-12-30,ICN,FR,LN,1,0
2021-12-30,ICN,MR,BK,11,0
2021-12-30,ICN,MR,DN,10,0
2021-12-30,ICN,MR,LN,9,0
2021-12-30,ICN,PR,BK,91,22
2021-12-30,ICN,PR,DN,140,15
2021-12-30,ICN,PR,LN,172,29
2021-12-31,ICN,FR,BK,2,0
2021-12-31,ICN,FR,DN,4,0
2021-12-31,ICN,FR,LN,1,0
2021-12-31,ICN,MR,BK,16,0
2021-12-31,ICN,MR,DN,7,0
2021-12-31,ICN,MR,LN,11,0
2021-12-31,ICN,PR,BK,138,20
2021-12-31,ICN,PR,DN,79,10
2021-12-31,ICN,PR,LN,172,19
2022-01-01,ICN,FR,BK,1,0
2022-01-01,ICN,FR,DN,2,0
2022-01-01,ICN,FR,LN,1,0
2022-01-01,ICN,MR,BK,9,0
2022-01-01,ICN,MR,DN,14,0
2022-01-01,ICN,MR,LN,8,0
2022-01-01,ICN,PR,BK,68,37
2022-01-01,ICN,PR,DN,84,10
2022-01-01,ICN,PR,LN,186,2
2022-01-02,ICN,FR,BK,5,0
2022-01-02,ICN,FR,DN,7,0
2022-01-02,ICN,FR,LN,1,0
2022-01-02,ICN,MR,BK,14,0
2022-01-02,ICN,MR,DN,18,0
2022-01-02,ICN,MR,LN,21,1
2022-01-02,ICN,PR,BK,220,30
2022-01-02,ICN,PR,DN,123,11
2022-01-02,ICN,PR,LN,175,32
2022-01-03,ICN,FR,BK,6,0
2022-01-03,ICN,FR,DN,9,0
2022-01-03,ICN,FR,LN,1,0
2022-01-03,ICN,MR,BK,16,0
2022-01-03,ICN,MR,DN,18,0
2022-01-03,ICN,MR,LN,35,0
2022-01-03,ICN,PR,BK,168,34
2022-01-03,ICN,PR,DN,138,0
2022-01-03,ICN,PR,LN,178,2
2022-01-04,ICN,FR,BK,1,0
2022-01-04,ICN,FR,DN,5,0
2022-01-04,ICN,FR,LN,7,0
2022-01-04,ICN,MR,BK,5,0
2022-01-04,ICN,MR,DN,43,0
2022-01-04,ICN,MR,LN,34,1
2022-01-04,ICN,PR,BK,135,5
2022-01-04,ICN,PR,DN,139,27
2022-01-04,ICN,PR,LN,221,40
2022-01-05,ICN,FR,BK,5,0
2022-01-05,ICN,FR,DN,5,0
2022-01-05,ICN,FR,LN,1,0
2022-01-05,ICN,MR,BK,11,1
2022-01-05,ICN,MR,DN,19,0
2022-01-05,ICN,MR,LN,19,0
2022-01-05,ICN,PR,BK,256,11
2022-01-05,ICN,PR,DN,135,0
2022-01-05,ICN,PR,LN,136,1
2022-01-06,ICN,FR,BK,5,0
2022-01-06,ICN,FR,DN,1,0
2022-01-06,ICN,FR,LN,4,0
2022-01-06,ICN,MR,BK,7,2
2022-01-06,ICN,MR,DN,11,0
2022-01-06,ICN,MR,LN,13,0
2022-01-06,ICN,PR,BK,91,30
2022-01-06,ICN,PR,DN,122,24
2022-01-06,ICN,PR,LN,216,31
2022-01-07,ICN,FR,BK,5,0
2022-01-07,ICN,FR,DN,1,0
2022-01-07,ICN,FR,LN,3,0
2022-01-07,ICN,MR,BK,7,0
2022-01-07,ICN,MR,DN,8,0
2022-01-07,ICN,MR,LN,14,0
2022-01-07,ICN,PR,BK,131,7
2022-01-07,ICN,PR,DN,87,2
2022-01-07,ICN,PR,LN,237,13
2022-01-08,ICN,FR,BK,3,0
2022-01-08,ICN,FR,LN,5,0
2022-01-08,ICN,MR,BK,5,0
2022-01-08,ICN,MR,DN,14,0
2022-01-08,ICN,MR,LN,21,0
2022-01-08,ICN,PR,BK,187,44
2022-01-08,ICN,PR,DN,138,17
2022-01-08,ICN,PR,LN,229,9
2022-01-09,ICN,FR,BK,3,0
2022-01-09,ICN,FR,DN,2,0
2022-01-09,ICN,MR,BK,8,0
2022-01-09,ICN,MR,DN,20,0
2022-01-09,ICN,MR,LN,14,0
2022-01-09,ICN,PR,BK,208,20
2022-01-09,ICN,PR,DN,107,18
2022-01-09,ICN,PR,LN,155,35
2022-01-10,ICN,FR,DN,1,0
2022-01-10,ICN,FR,LN,3,0
2022-01-10,ICN,MR,BK,10,0
2022-01-10,ICN,MR,DN,8,0
2022-01-10,ICN,MR,LN,18,0
2022-01-10,ICN,PR,BK,138,36
2022-01-10,ICN,PR,DN,40,1
2022-01-10,ICN,PR,LN,115,16
2022-01-11,ICN,FR,BK,2,0
2022-01-11,ICN,FR,DN,1,0
2022-01-11,ICN,MR,BK,2,0
2022-01-11,ICN,MR,DN,11,0
2022-01-11,ICN,MR,LN,5,0
2022-01-11,ICN,PR,BK,107,3
2022-01-11,ICN,PR,DN,169,16
2022-01-11,ICN,PR,LN,159,22
2022-01-12,ICN,FR,BK,1,0
2022-01-12,ICN,FR,DN,3,0
2022-01-12,ICN,FR,LN,3,0
2022-01-12,ICN,MR,BK,14,0
2022-01-12,ICN,MR,DN,3,0
2022-01-12,ICN,MR,LN,8,0
2022-01-12,ICN,PR,BK,246,11
2022-01-12,ICN,PR,DN,84,1
2022-01-12,ICN,PR,LN,119,11
2022-01-13,ICN,FR,BK,4,0
2022-01-13,ICN,FR,DN,1,0
2022-01-13,ICN,MR,BK,2,0
2022-01-13,ICN,MR,DN,1,0
2022-01-13,ICN,MR,LN,7,0
2022-01-13,ICN,PR,BK,109,26
2022-01-13,ICN,PR,DN,93,7
2022-01-13,ICN,PR,LN,170,19
2022-01-14,ICN,FR,BK,4,0
2022-01-14,ICN,FR,LN,3,0
2022-01-14,ICN,MR,BK,11,0
2022-01-14,ICN,MR,DN,15,0
2022-01-14,ICN,MR,LN,11,0
2022-01-14,ICN,PR,BK,184,17
2022-01-14,ICN,PR,DN,76,0
2022-01-14,ICN,PR,LN,134,13
2022-01-15,ICN,FR,BK,3,0
2022-01-15,ICN,FR,DN,1,0
2022-01-15,ICN,FR,LN,3,0
2022-01-15,ICN,MR,BK,8,0
2022-01-15,ICN,MR,DN,6,0
2022-01-15,ICN,MR,LN,12,0
2022-01-15,ICN,PR,BK,141,54
2022-01-15,ICN,PR,DN,102,14
2022-01-15,ICN,PR,LN,130,11
2022-01-16,ICN,FR,BK,5,0
2022-01-16,ICN,FR,DN,1,0
2022-01-16,ICN,FR,LN,2,0
2022-01-16,ICN,MR,BK,12,0
2022-01-16,ICN,MR,DN,7,0
2022-01-16,ICN,MR,LN,6,0
2022-01-16,ICN,PR,BK,224,19
2022-01-16,ICN,PR,DN,89,19
2022-01-16,ICN,PR,LN,147,20
2022-01-17,ICN,FR,BK,3,0
2022-01-17,ICN,FR,DN,2,0
2022-01-17,ICN,MR,BK,9,3
2022-01-17,ICN,MR,DN,9,0
2022-01-17,ICN,MR,LN,8,0
2022-01-17,ICN,PR,BK,130,26
2022-01-17,ICN,PR,DN,35,0
2022-01-17,ICN,PR,LN,98,4
2022-01-18,ICN,FR,BK,5,0
2022-01-18,ICN,FR,DN,1,0
2022-01-18,ICN,MR,DN,10,0
2022-01-18,ICN,MR,LN,19,0
2022-01-18,ICN,PR,BK,99,8
2022-01-18,ICN,PR,DN,103,17
2022-01-18,ICN,PR,LN,105,14
2022-01-19,ICN,FR,DN,2,0
2022-01-19,ICN,MR,BK,15,0
2022-01-19,ICN,MR,DN,8,0
2022-01-19,ICN,MR,LN,15,0
2022-01-19,ICN,PR,BK,229,10
2022-01-19,ICN,PR,DN,46,0
2022-01-19,ICN,PR,LN,116,2
2022-01-20,ICN,FR,BK,4,0
